sample_id,image_path,split,suggestion_ids,priority_order,label_method,annotator_id,num_non_ok_features,primary_feature,quality_score,reviewed,reviewer_notes
lfw_01752,data/raw/images/lfw_01752.jpg,train,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01,rules_v1,rules_v1,13,philtrum_ratio,0.6468727252603,,
lfw_00142,data/raw/images/lfw_00142.jpg,val,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,16,eye_size_ratio,0.6657561967735558,,
lfw_00003,data/raw/images/lfw_00003.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_OPEN_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,11,eye_spacing_ratio,0.6651725068713962,,
lfw_00373,data/raw/images/lfw_00373.jpg,train,SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01,SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_NARROW_01,rules_v1,rules_v1,14,mouth_width_ratio,0.6436572021104308,,
lfw_02144,data/raw/images/lfw_02144.jpg,train,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_HIGH_01,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_HIGH_01,rules_v1,rules_v1,10,eye_tilt_deg,0.46770583174150326,,
lfw_01302,data/raw/images/lfw_01302.jpg,test,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,14,midface_length_ratio,0.891943881123283,,
lfw_02187,data/raw/images/lfw_02187.jpg,val,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01,rules_v1,rules_v1,14,face_aspect_ratio,0.5196233675321451,,
lfw_04540,data/raw/images/lfw_04540.jpg,train,SUG_MOUTH_TILT_HIGH_01|SUG_LIP_THIN_01|SUG_PHILTRUM_HIGH_01,SUG_MOUTH_TILT_HIGH_01|SUG_LIP_THIN_01|SUG_PHILTRUM_HIGH_01,rules_v1,rules_v1,3,philtrum_ratio,0.6145369422465993,,
lfw_02007,data/raw/images/lfw_02007.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,12,nose_length_ratio,0.7743779826401032,,
lfw_03751,data/raw/images/lfw_03751.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,11,midface_length_ratio,0.7772531386358232,,
lfw_00588,data/raw/images/lfw_00588.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,10,face_aspect_ratio,0.5452372098202793,,
lfw_01232,data/raw/images/lfw_01232.jpg,train,SUG_EYE_OPEN_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_LOW_01|SUG_BROW_TILT_LOW_01,SUG_EYE_OPEN_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_LOW_01|SUG_BROW_TILT_LOW_01,rules_v1,rules_v1,6,eye_openness_ratio,0.62017353341324,,
lfw_02991,data/raw/images/lfw_02991.jpg,val,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_EYE_OPEN_HIGH_01,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,8,eye_tilt_deg,0.3993894668238524,,
lfw_01667,data/raw/images/lfw_01667.jpg,train,SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_LOW_01,SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_HIGH_01|SUG_BROW_LOW_01,rules_v1,rules_v1,8,mouth_width_ratio,0.6366461220949717,,
lfw_03504,data/raw/images/lfw_03504.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,15,mouth_corner_tilt_deg,0.6569096336481296,,
lfw_00498,data/raw/images/lfw_00498.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,8,lip_thickness_ratio,0.4351772379560573,,
lfw_01845,data/raw/images/lfw_01845.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_TILT_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,8,symmetry_error,0.3958467714799248,,
lfw_01465,data/raw/images/lfw_01465.jpg,train,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,10,midface_length_ratio,0.6668554992748094,,
lfw_02322,data/raw/images/lfw_02322.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_HIGH_01|SUG_EYE_CLOSE_01,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_HIGH_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,11,eye_size_ratio,0.5112496031385849,,
lfw_02389,data/raw/images/lfw_02389.jpg,val,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_CHEEK_NARROW_01|SUG_EYE_TILT_HIGH_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_CHEEK_NARROW_01|SUG_EYE_TILT_HIGH_01,rules_v1,rules_v1,8,brow_height_ratio,0.4587410172593848,,
lfw_00245,data/raw/images/lfw_00245.jpg,train,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_LONG_01,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,14,nose_width_ratio,0.5453910377779185,,
lfw_03179,data/raw/images/lfw_03179.jpg,val,SUG_MIDFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_TILT_LOW_01|SUG_BROW_TILT_LOW_01,SUG_MIDFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_TILT_LOW_01|SUG_BROW_TILT_LOW_01,rules_v1,rules_v1,10,philtrum_ratio,0.6832581459631286,,
lfw_02865,data/raw/images/lfw_02865.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_LOWER_CHEEK_LOW_01,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_LOWER_CHEEK_LOW_01,rules_v1,rules_v1,14,nose_width_ratio,0.6534225829903876,,
lfw_03409,data/raw/images/lfw_03409.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,13,lowerface_length_ratio,0.8967823119280364,,
lfw_01947,data/raw/images/lfw_01947.jpg,train,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,13,lip_thickness_ratio,0.42394165837244363,,
lfw_04195,data/raw/images/lfw_04195.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,15,upper_lip_ratio,0.42727598307013254,,
lfw_00410,data/raw/images/lfw_00410.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,10,jaw_width_ratio,0.7496153771547662,,
lfw_01384,data/raw/images/lfw_01384.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,12,face_aspect_ratio,0.44912232482923276,,
lfw_01347,data/raw/images/lfw_01347.jpg,val,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,10,cheekbone_width_ratio,0.680042500352502,,
lfw_01612,data/raw/images/lfw_01612.jpg,train,SUG_MIDFACE_HIGH_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,SUG_MIDFACE_HIGH_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,rules_v1,rules_v1,11,brow_tilt_deg,0.8546924975157879,,
lfw_02651,data/raw/images/lfw_02651.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_LIP_THIN_01,SUG_FACE_ASPECT_HIGH_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_LIP_THIN_01,rules_v1,rules_v1,6,nose_tip_deviation_ratio,0.7319558531732218,,
lfw_02597,data/raw/images/lfw_02597.jpg,train,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_HIGH_01,rules_v1,rules_v1,8,nose_tip_deviation_ratio,0.6071252392024566,,
lfw_01606,data/raw/images/lfw_01606.jpg,train,SUG_MIDFACE_LOW_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHEEK_WIDE_01,SUG_MIDFACE_LOW_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHEEK_WIDE_01,rules_v1,rules_v1,7,eye_size_ratio,0.590847581342354,,
lfw_04502,data/raw/images/lfw_04502.jpg,test,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_UPPER_LIP_HIGH_01|SUG_PHILTRUM_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_UPPER_LIP_HIGH_01|SUG_PHILTRUM_HIGH_01,rules_v1,rules_v1,5,eye_openness_ratio,0.6213210282216871,,
lfw_00190,data/raw/images/lfw_00190.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_NARROW_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHIN_NARROW_01,rules_v1,rules_v1,10,brow_height_ratio,0.45400003086512286,,
lfw_02791,data/raw/images/lfw_02791.jpg,train,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01,rules_v1,rules_v1,9,jaw_width_ratio,0.551145946178294,,
lfw_02716,data/raw/images/lfw_02716.jpg,train,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,14,nose_width_ratio,0.8900607257161949,,
lfw_00006,data/raw/images/lfw_00006.jpg,train,SUG_BROW_TILT_HIGH_01,SUG_BROW_TILT_HIGH_01,rules_v1,rules_v1,3,symmetry_error,0.6161974860187969,,
lfw_01469,data/raw/images/lfw_01469.jpg,train,SUG_SYM_HIGH_01|SUG_EYE_OPEN_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,SUG_SYM_HIGH_01|SUG_EYE_OPEN_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,rules_v1,rules_v1,6,eye_openness_ratio,0.5416328237634007,,
lfw_01171,data/raw/images/lfw_01171.jpg,val,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01,rules_v1,rules_v1,11,nose_length_ratio,0.42353508000573376,,
lfw_02986,data/raw/images/lfw_02986.jpg,train,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,14,eye_spacing_ratio,0.48336709252299853,,
lfw_00998,data/raw/images/lfw_00998.jpg,train,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_HIGH_01,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_HIGH_01,rules_v1,rules_v1,8,brow_tilt_deg,0.5163896711023498,,
lfw_04340,data/raw/images/lfw_04340.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,14,cheekbone_width_ratio,0.5126056894177727,,
lfw_03775,data/raw/images/lfw_03775.jpg,test,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,13,upper_lip_ratio,0.5673169361874814,,
lfw_01139,data/raw/images/lfw_01139.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHEEK_NARROW_01,SUG_FACE_ASPECT_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHEEK_NARROW_01,rules_v1,rules_v1,10,upper_lip_ratio,0.5703151096858119,,
lfw_00064,data/raw/images/lfw_00064.jpg,train,SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01,SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,11,chin_width_ratio,0.639868112078701,,
lfw_01149,data/raw/images/lfw_01149.jpg,train,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,SUG_FACE_ASPECT_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,13,lip_thickness_ratio,0.4785637872799846,,
lfw_03255,data/raw/images/lfw_03255.jpg,train,SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_NOSE_NARROW_01|SUG_NOSE_SHORT_01,SUG_EYE_OPEN_HIGH_01|SUG_EYE_CLOSE_01|SUG_NOSE_NARROW_01|SUG_NOSE_SHORT_01,rules_v1,rules_v1,5,nose_length_ratio,0.4862341964734357,,
lfw_00154,data/raw/images/lfw_00154.jpg,train,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_OPEN_HIGH_01,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,10,eye_openness_ratio,0.6527110842092106,,
lfw_00294,data/raw/images/lfw_00294.jpg,train,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_LOW_01,SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_CHIN_WIDE_01|SUG_EYE_SIZE_LOW_01,rules_v1,rules_v1,12,mouth_width_ratio,0.6624758583096142,,
lfw_04865,data/raw/images/lfw_04865.jpg,val,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_CHEEK_WIDE_01|SUG_EYE_CLOSE_01,SUG_SYM_HIGH_01|SUG_NOSE_DEV_HIGH_01|SUG_CHEEK_WIDE_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,6,nose_tip_deviation_ratio,0.4968941140800427,,
lfw_00709,data/raw/images/lfw_00709.jpg,train,SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,SUG_NOSE_DEV_HIGH_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_WIDE_01|SUG_EYE_CLOSE_01,rules_v1,rules_v1,10,eye_tilt_deg,0.4659016596421382,,
lfw_03555,data/raw/images/lfw_03555.jpg,test,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,15,midface_length_ratio,0.637864910485901,,
