sample_id,image_path,code,details
lfw_00028,data/raw/images/lfw_00028.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-12.2, pitch=-48.7"
lfw_00029,data/raw/images/lfw_00029.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-19.1, pitch=-12.4"
lfw_00030,data/raw/images/lfw_00030.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-49.0, pitch=-20.7"
lfw_00031,data/raw/images/lfw_00031.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.8, pitch=-23.9"
lfw_00032,data/raw/images/lfw_00032.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-28.7, pitch=-25.4"
lfw_00033,data/raw/images/lfw_00033.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=12.8, pitch=-45.3"
lfw_00034,data/raw/images/lfw_00034.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=32.4, pitch=-20.6"
lfw_00035,data/raw/images/lfw_00035.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=9.8, pitch=-41.7"
lfw_00036,data/raw/images/lfw_00036.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-20.0, pitch=-25.5"
lfw_00037,data/raw/images/lfw_00037.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=12.6, pitch=-24.6"
lfw_00038,data/raw/images/lfw_00038.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-29.8, pitch=-18.1"
lfw_00039,data/raw/images/lfw_00039.jpg,MULTIPLE_FACES_DETECTED,
lfw_00040,data/raw/images/lfw_00040.jpg,MULTIPLE_FACES_DETECTED,
lfw_00041,data/raw/images/lfw_00041.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=7.3, pitch=-42.5"
lfw_00042,data/raw/images/lfw_00042.jpg,MULTIPLE_FACES_DETECTED,
lfw_00043,data/raw/images/lfw_00043.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-23.9, pitch=-37.1"
lfw_00044,data/raw/images/lfw_00044.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-21.4, pitch=-36.6"
lfw_00045,data/raw/images/lfw_00045.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-16.8, pitch=-27.5"
lfw_00046,data/raw/images/lfw_00046.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-60.8, pitch=-27.1"
lfw_00047,data/raw/images/lfw_00047.jpg,MULTIPLE_FACES_DETECTED,
lfw_00048,data/raw/images/lfw_00048.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-30.9, pitch=-41.7"
lfw_00049,data/raw/images/lfw_00049.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=27.5, pitch=-26.0"
lfw_00050,data/raw/images/lfw_00050.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.9, pitch=-32.6"
lfw_00051,data/raw/images/lfw_00051.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=41.1, pitch=-28.0"
lfw_00052,data/raw/images/lfw_00052.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-39.3, pitch=-21.1"
lfw_00053,data/raw/images/lfw_00053.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.8, pitch=-46.3"
lfw_00054,data/raw/images/lfw_00054.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-20.1, pitch=-29.1"
lfw_00055,data/raw/images/lfw_00055.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-34.6, pitch=-16.1"
lfw_00056,data/raw/images/lfw_00056.jpg,MULTIPLE_FACES_DETECTED,
lfw_00057,data/raw/images/lfw_00057.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=19.8, pitch=-11.5"
lfw_00058,data/raw/images/lfw_00058.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-33.7, pitch=-18.5"
lfw_00059,data/raw/images/lfw_00059.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-8.0, pitch=-26.8"
lfw_00060,data/raw/images/lfw_00060.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-18.2, pitch=-21.2"
lfw_00061,data/raw/images/lfw_00061.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-12.2, pitch=-18.5"
lfw_00062,data/raw/images/lfw_00062.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-17.3, pitch=-24.1"
lfw_00063,data/raw/images/lfw_00063.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=40.8, pitch=-19.2"
lfw_00065,data/raw/images/lfw_00065.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-5.7, pitch=-25.6"
lfw_00066,data/raw/images/lfw_00066.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=4.1, pitch=-24.0"
lfw_00067,data/raw/images/lfw_00067.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.5, pitch=-23.5"
lfw_00069,data/raw/images/lfw_00069.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=36.6, pitch=-6.6"
lfw_00071,data/raw/images/lfw_00071.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=24.9, pitch=-31.1"
lfw_00072,data/raw/images/lfw_00072.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=10.1, pitch=15.3"
lfw_00073,data/raw/images/lfw_00073.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-12.5, pitch=-22.6"
lfw_00075,data/raw/images/lfw_00075.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-54.3, pitch=-23.0"
lfw_00076,data/raw/images/lfw_00076.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=37.5, pitch=-31.6"
lfw_00077,data/raw/images/lfw_00077.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=37.8, pitch=-16.4"
lfw_00078,data/raw/images/lfw_00078.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-19.2, pitch=7.8"
lfw_00079,data/raw/images/lfw_00079.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-9.1, pitch=-49.2"
lfw_00080,data/raw/images/lfw_00080.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=22.6, pitch=-15.9"
lfw_00081,data/raw/images/lfw_00081.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.6, pitch=-25.1"
lfw_00082,data/raw/images/lfw_00082.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=30.2, pitch=-14.2"
lfw_00083,data/raw/images/lfw_00083.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=12.3, pitch=-18.4"
lfw_00084,data/raw/images/lfw_00084.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=17.5, pitch=-29.7"
lfw_00085,data/raw/images/lfw_00085.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=22.7, pitch=-9.7"
lfw_00086,data/raw/images/lfw_00086.jpg,MULTIPLE_FACES_DETECTED,
lfw_00087,data/raw/images/lfw_00087.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-0.2, pitch=-34.1"
lfw_00088,data/raw/images/lfw_00088.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=3.8, pitch=-25.3"
lfw_00089,data/raw/images/lfw_00089.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=13.7, pitch=-77.7"
lfw_00090,data/raw/images/lfw_00090.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=7.3, pitch=-19.4"
lfw_00091,data/raw/images/lfw_00091.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=35.1, pitch=-25.4"
lfw_00092,data/raw/images/lfw_00092.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.4, pitch=-33.2"
lfw_00093,data/raw/images/lfw_00093.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=17.3, pitch=6.8"
lfw_00094,data/raw/images/lfw_00094.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-25.3, pitch=-36.4"
lfw_00095,data/raw/images/lfw_00095.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-11.5, pitch=-26.1"
lfw_00096,data/raw/images/lfw_00096.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=28.3, pitch=-26.5"
lfw_00097,data/raw/images/lfw_00097.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=53.4, pitch=-34.5"
lfw_00100,data/raw/images/lfw_00100.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=27.6, pitch=-5.1"
lfw_00101,data/raw/images/lfw_00101.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=19.4, pitch=-21.7"
lfw_00102,data/raw/images/lfw_00102.jpg,MULTIPLE_FACES_DETECTED,
lfw_00104,data/raw/images/lfw_00104.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=25.5, pitch=-19.8"
lfw_00105,data/raw/images/lfw_00105.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=36.5, pitch=-22.6"
lfw_00106,data/raw/images/lfw_00106.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-23.5, pitch=-19.9"
lfw_00107,data/raw/images/lfw_00107.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=48.7, pitch=-16.0"
lfw_00108,data/raw/images/lfw_00108.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=30.3, pitch=-27.6"
lfw_00109,data/raw/images/lfw_00109.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-8.0, pitch=-38.6"
lfw_00110,data/raw/images/lfw_00110.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-11.5, pitch=-24.3"
lfw_00111,data/raw/images/lfw_00111.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=1.1, pitch=-22.5"
lfw_00112,data/raw/images/lfw_00112.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-44.0, pitch=-29.5"
lfw_00113,data/raw/images/lfw_00113.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-18.8, pitch=-26.0"
lfw_00114,data/raw/images/lfw_00114.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-30.8, pitch=-16.1"
lfw_00115,data/raw/images/lfw_00115.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-50.2, pitch=-31.3"
lfw_00116,data/raw/images/lfw_00116.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-27.7, pitch=-6.9"
lfw_00118,data/raw/images/lfw_00118.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.8, pitch=-45.1"
lfw_00119,data/raw/images/lfw_00119.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-68.8, pitch=-11.4"
lfw_00120,data/raw/images/lfw_00120.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.9, pitch=-15.9"
lfw_00121,data/raw/images/lfw_00121.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=8.1, pitch=-28.6"
lfw_00122,data/raw/images/lfw_00122.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=40.2, pitch=-15.6"
lfw_00124,data/raw/images/lfw_00124.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-15.5, pitch=-22.2"
lfw_00125,data/raw/images/lfw_00125.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=16.3, pitch=-5.4"
lfw_00126,data/raw/images/lfw_00126.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=23.4, pitch=-22.2"
lfw_00127,data/raw/images/lfw_00127.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=4.3, pitch=-32.7"
lfw_00128,data/raw/images/lfw_00128.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-6.0, pitch=-21.0"
lfw_00130,data/raw/images/lfw_00130.jpg,MULTIPLE_FACES_DETECTED,
lfw_00131,data/raw/images/lfw_00131.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-19.8, pitch=-13.4"
lfw_00132,data/raw/images/lfw_00132.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-4.3, pitch=-21.9"
lfw_00133,data/raw/images/lfw_00133.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-32.4, pitch=-13.9"
lfw_00134,data/raw/images/lfw_00134.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=27.6, pitch=-20.5"
lfw_00135,data/raw/images/lfw_00135.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-27.8, pitch=-21.1"
lfw_00136,data/raw/images/lfw_00136.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-2.8, pitch=-44.3"
lfw_00137,data/raw/images/lfw_00137.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-14.7, pitch=-38.9"
lfw_00138,data/raw/images/lfw_00138.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-3.5, pitch=-28.8"
lfw_00139,data/raw/images/lfw_00139.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-0.1, pitch=-18.6"
lfw_00140,data/raw/images/lfw_00140.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=14.6, pitch=-27.1"
lfw_00143,data/raw/images/lfw_00143.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-14.7, pitch=-25.1"
lfw_00144,data/raw/images/lfw_00144.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-10.0, pitch=-29.1"
lfw_00145,data/raw/images/lfw_00145.jpg,MULTIPLE_FACES_DETECTED,
lfw_00147,data/raw/images/lfw_00147.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-5.2, pitch=-25.7"
lfw_00148,data/raw/images/lfw_00148.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=70.4, pitch=-15.8"
lfw_00149,data/raw/images/lfw_00149.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-23.3, pitch=-15.2"
lfw_00150,data/raw/images/lfw_00150.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=26.4, pitch=-18.9"
lfw_00151,data/raw/images/lfw_00151.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=21.5, pitch=-15.6"
lfw_00152,data/raw/images/lfw_00152.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=30.9, pitch=-43.5"
lfw_00153,data/raw/images/lfw_00153.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=37.4, pitch=-38.2"
lfw_00155,data/raw/images/lfw_00155.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-25.1, pitch=-14.4"
lfw_00156,data/raw/images/lfw_00156.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-8.1, pitch=-18.7"
lfw_00157,data/raw/images/lfw_00157.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-33.2, pitch=-9.3"
lfw_00158,data/raw/images/lfw_00158.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-22.1, pitch=-19.3"
lfw_00159,data/raw/images/lfw_00159.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=25.1, pitch=-23.2"
lfw_00160,data/raw/images/lfw_00160.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=20.0, pitch=-20.3"
lfw_00161,data/raw/images/lfw_00161.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-16.5, pitch=-33.5"
lfw_00162,data/raw/images/lfw_00162.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-38.1, pitch=-9.6"
lfw_00163,data/raw/images/lfw_00163.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-34.5, pitch=-24.9"
lfw_00164,data/raw/images/lfw_00164.jpg,MULTIPLE_FACES_DETECTED,
lfw_00165,data/raw/images/lfw_00165.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=-13.4, pitch=-17.7"
lfw_00166,data/raw/images/lfw_00166.jpg,FACE_TOO_ANGLED_OR_SMALL,"Pose out of frontal band (|yaw|<=15.0, |pitch|<=15.0): yaw=10.3, pitch=-37.4"
