path,p_photo,reaches_gate
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10038.jpg,0.733652,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10039.jpg,0.734574,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1004.jpg,0.877379,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10040.jpg,0.953439,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10041.jpg,0.941306,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10042.jpg,0.837809,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10043.jpg,0.803277,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10044.jpg,0.794238,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10045.jpg,0.775454,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10046.jpg,0.934164,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10047.jpg,0.799997,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10048.jpg,0.693708,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10049.jpg,0.896428,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1005.jpg,0.594975,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10050.jpg,0.649462,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10051.jpg,0.921660,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10052.jpg,0.907642,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10053.jpg,0.967624,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10054.jpg,0.780064,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10055.jpg,0.902985,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10056.jpg,0.550781,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10057.jpg,0.759161,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10058.jpg,0.917914,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10059.jpg,0.776220,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1006.jpg,0.692860,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10060.jpg,0.789958,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10061.jpg,0.913101,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10062.jpg,0.897794,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10063.jpg,0.523546,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10064.jpg,0.640258,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10065.jpg,0.724164,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10066.jpg,0.790080,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10067.jpg,0.969896,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10068.jpg,0.370902,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10069.jpg,0.928685,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1007.jpg,0.910615,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10070.jpg,0.950444,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10071.jpg,0.663247,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10072.jpg,0.760507,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10073.jpg,0.602974,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10074.jpg,0.786325,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10075.jpg,0.958807,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10076.jpg,0.959364,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10077.jpg,0.927245,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10078.jpg,0.947736,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10079.jpg,0.537941,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1008.jpg,0.914514,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10080.jpg,0.670870,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10081.jpg,0.920583,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10082.jpg,0.585230,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10083.jpg,0.901867,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10084.jpg,0.795265,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10085.jpg,0.628066,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10086.jpg,0.883842,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10087.jpg,0.788979,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10088.jpg,0.875214,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10089.jpg,0.938964,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1009.jpg,0.436530,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10090.jpg,0.769289,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10091.jpg,0.844099,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10092.jpg,0.849492,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10093.jpg,0.672078,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10094.jpg,0.816817,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10095.jpg,0.663073,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10096.jpg,0.609390,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10097.jpg,0.603570,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10098.jpg,0.867792,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10099.jpg,0.862145,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/101.jpg,0.822943,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1010.jpg,0.949101,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10100.jpg,0.825893,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10101.jpg,0.472916,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10102.jpg,0.639163,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10103.jpg,0.964376,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10104.jpg,0.835065,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10105.jpg,0.831525,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10106.jpg,0.594566,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10107.jpg,0.964579,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10108.jpg,0.871612,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10109.jpg,0.933701,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1011.jpg,0.964412,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10110.jpg,0.927711,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10111.jpg,0.733761,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10112.jpg,0.861918,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10113.jpg,0.839299,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10114.jpg,0.807647,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10115.jpg,0.593372,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10116.jpg,0.263741,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10117.jpg,0.558321,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10118.jpg,0.942931,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10119.jpg,0.878949,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1012.jpg,0.897372,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10120.jpg,0.876799,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10121.jpg,0.903520,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10122.jpg,0.687698,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10123.jpg,0.772392,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10124.jpg,0.905879,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10125.jpg,0.817735,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10126.jpg,0.640813,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10127.jpg,0.954026,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10128.jpg,0.812008,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10129.jpg,0.834700,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1013.jpg,0.901015,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10130.jpg,0.907223,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10131.jpg,0.944092,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10132.jpg,0.816567,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10133.jpg,0.822061,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10134.jpg,0.809921,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10135.jpg,0.926720,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10136.jpg,0.841802,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10137.jpg,0.802946,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10138.jpg,0.882602,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10139.jpg,0.836657,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1014.jpg,0.849595,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10140.jpg,0.755785,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10141.jpg,0.862822,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10142.jpg,0.781494,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10143.jpg,0.263571,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10144.jpg,0.912818,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10145.jpg,0.102713,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10146.jpg,0.765456,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10147.jpg,0.854102,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10148.jpg,0.768305,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10149.jpg,0.675670,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1015.jpg,0.920070,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10150.jpg,0.929553,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10151.jpg,0.525338,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10152.jpg,0.867189,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10153.jpg,0.622841,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10154.jpg,0.917207,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10155.jpg,0.631424,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10156.jpg,0.818705,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10157.jpg,0.800211,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10158.jpg,0.709152,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10159.jpg,0.747490,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1016.jpg,0.878741,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10160.jpg,0.855285,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10161.jpg,0.726991,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10162.jpg,0.797680,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10163.jpg,0.931370,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10164.jpg,0.970615,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10165.jpg,0.884413,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10166.jpg,0.312466,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10167.jpg,0.764657,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10168.jpg,0.522776,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10169.jpg,0.598902,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1017.jpg,0.854300,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10170.jpg,0.837406,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10171.jpg,0.891360,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10172.jpg,0.823653,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10173.jpg,0.667330,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10174.jpg,0.725479,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10175.jpg,0.849922,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10176.jpg,0.751908,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10177.jpg,0.600903,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10178.jpg,0.590791,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10179.jpg,0.919483,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1018.jpg,0.840558,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10180.jpg,0.898777,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10181.jpg,0.659389,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10182.jpg,0.502433,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10183.jpg,0.580055,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10184.jpg,0.919129,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10185.jpg,0.919150,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10186.jpg,0.725116,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10187.jpg,0.882835,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10188.jpg,0.564335,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10189.jpg,0.918878,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1019.jpg,0.754641,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10190.jpg,0.364975,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10191.jpg,0.724946,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10192.jpg,0.677079,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10193.jpg,0.901677,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10194.jpg,0.683032,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10195.jpg,0.408719,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10196.jpg,0.757918,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10197.jpg,0.937239,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10198.jpg,0.753071,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10199.jpg,0.690258,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/102.jpg,0.756129,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1020.jpg,0.879231,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10200.jpg,0.743179,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10201.jpg,0.636277,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10202.jpg,0.850149,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10203.jpg,0.861044,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10204.jpg,0.831601,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10205.jpg,0.645764,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10206.jpg,0.493149,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10207.jpg,0.900757,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10208.jpg,0.837457,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10209.jpg,0.785159,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1021.jpg,0.830648,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10210.jpg,0.966466,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10211.jpg,0.799379,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10212.jpg,0.788903,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10213.jpg,0.937464,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10214.jpg,0.652865,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10215.jpg,0.818981,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10216.jpg,0.718879,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10217.jpg,0.932673,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10218.jpg,0.834898,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10219.jpg,0.746019,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1022.jpg,0.808177,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10220.jpg,0.866296,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10221.jpg,0.718565,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10222.jpg,0.919722,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10223.jpg,0.780499,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10224.jpg,0.941720,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10225.jpg,0.823841,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10226.jpg,0.836457,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10227.jpg,0.721167,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10228.jpg,0.799894,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10229.jpg,0.581582,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1023.jpg,0.582350,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10230.jpg,0.947273,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10231.jpg,0.863438,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10232.jpg,0.489486,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10233.jpg,0.820672,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10234.jpg,0.914330,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10235.jpg,0.910218,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10236.jpg,0.878259,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10237.jpg,0.735742,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10238.jpg,0.889328,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10239.jpg,0.715127,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1024.jpg,0.889163,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10240.jpg,0.853482,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10241.jpg,0.793864,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10242.jpg,0.851187,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10243.jpg,0.835123,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10244.jpg,0.776652,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10245.jpg,0.679975,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10246.jpg,0.885332,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10247.jpg,0.894875,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10248.jpg,0.857425,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10249.jpg,0.907627,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1025.jpg,0.686514,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10250.jpg,0.769993,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10251.jpg,0.794277,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10252.jpg,0.824573,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10253.jpg,0.857416,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10254.jpg,0.720421,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10255.jpg,0.969941,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10256.jpg,0.888576,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10257.jpg,0.579851,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10258.jpg,0.878069,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10259.jpg,0.637649,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1026.jpg,0.686945,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10260.jpg,0.240205,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10261.jpg,0.684298,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10262.jpg,0.433650,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10263.jpg,0.679459,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10264.jpg,0.782940,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10265.jpg,0.811882,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10266.jpg,0.848027,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10267.jpg,0.865086,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10268.jpg,0.842048,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10269.jpg,0.305037,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1027.jpg,0.922375,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10270.jpg,0.894995,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10271.jpg,0.716691,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10272.jpg,0.824131,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10273.jpg,0.837164,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10274.jpg,0.948256,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10275.jpg,0.641315,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10276.jpg,0.729023,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10277.jpg,0.767178,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10278.jpg,0.927873,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10279.jpg,0.885562,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1028.jpg,0.956074,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10280.jpg,0.798127,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10281.jpg,0.712938,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10282.jpg,0.375043,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10283.jpg,0.693517,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10284.jpg,0.857752,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10285.jpg,0.610079,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10286.jpg,0.481600,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10287.jpg,0.734855,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10288.jpg,0.762234,0
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/10289.jpg,0.966735,1
/home/tr3x/Projects/glow-mark/datasets/FairFace/val/1029.jpg,0.927244,0
