region,gender,feature,p20,p80,mu,sigma,n,gate_version,feature_contract_version
East Asian,male,beauty_score_raw,29.449949264526367,52.937992095947266,41.30823945407047,13.507865029650883,2416,n2367_pose1668,v1
East Asian,male,brow_height_ratio,0.13915523597423285,0.1685741330651235,0.1540365524175758,0.017068577301030854,2416,n2367_pose1668,v1
East Asian,male,brow_tilt_deg,-1.2537158168478606,1.3114445273420003,0.03303784990892428,1.6498935629477918,2416,n2367_pose1668,v1
East Asian,male,cheekbone_width_ratio,0.9798373672766006,0.9956450578281978,0.987526641219217,0.009876916142220105,2416,n2367_pose1668,v1
East Asian,male,chin_width_ratio,0.3054948094780501,0.34151364524345645,0.32360075117401965,0.02216733493639497,2416,n2367_pose1668,v1
East Asian,male,eye_openness_ratio,0.2069244184056982,0.35864535681096726,0.2825416640951391,0.0893401851495913,2416,n2367_pose1668,v1
East Asian,male,eye_size_ratio,0.1700217932642833,0.19772215403789195,0.18396387355618649,0.017240755492781114,2416,n2367_pose1668,v1
East Asian,male,eye_spacing_ratio,1.2528942287670288,1.4856550755721345,1.37064761371194,0.14297324908370462,2416,n2367_pose1668,v1
East Asian,male,eye_tilt_deg,-0.6744214533767251,0.7487447337172923,0.032508812889122427,0.98949224970153,2416,n2367_pose1668,v1
East Asian,male,face_aspect_ratio,0.825702870282111,0.9253720027690527,0.8769107205942771,0.06033162274783718,2416,n2367_pose1668,v1
East Asian,male,jaw_angle_sharpness,102.11678410333222,111.6199490907422,106.74093551431515,5.952113111735459,2416,n2367_pose1668,v1
East Asian,male,jaw_width_ratio,0.775152075452546,0.8218522578296815,0.7983079607155682,0.02862579597434713,2416,n2367_pose1668,v1
East Asian,male,lip_thickness_ratio,0.002508056905246518,0.06962180713176767,0.03707812131216664,0.036118132912473795,2416,n2367_pose1668,v1
East Asian,male,lower_cheek_ratio,0.8703683657390915,0.9103621216173683,0.8903989966878401,0.024556836629904946,2416,n2367_pose1668,v1
East Asian,male,lowerface_length_ratio,0.44988401160408703,0.5258603341858193,0.4882409455474934,0.04565714893841373,2416,n2367_pose1668,v1
East Asian,male,midface_length_ratio,0.16675592852522056,0.22911070579895942,0.1972731525549174,0.038212591256676934,2416,n2367_pose1668,v1
East Asian,male,mouth_corner_tilt_deg,-1.2858036539746212,1.2113313618962753,-0.03324191481765708,1.6670815901636131,2416,n2367_pose1668,v1
East Asian,male,mouth_width_ratio,0.3207168564727061,0.40444353313213866,0.36247733111615454,0.04769962462983431,2416,n2367_pose1668,v1
East Asian,male,nose_length_ratio,0.15466671932519271,0.18695191430359098,0.17049162322697642,0.019442332389891712,2416,n2367_pose1668,v1
East Asian,male,nose_tip_deviation_ratio,0.03830034404466878,0.26180865250761165,0.14747278608450512,0.11597196884479664,2416,n2367_pose1668,v1
East Asian,male,nose_width_ratio,0.20396169158729116,0.22756015359215234,0.2157661267956088,0.01425250656184452,2416,n2367_pose1668,v1
East Asian,male,philtrum_ratio,0.07489317794204843,0.09901844821117042,0.08686738400309327,0.014212490710052502,2416,n2367_pose1668,v1
East Asian,male,symmetry_error,0.022114877899487812,0.14378956456979117,0.08269004511315926,0.06283306092703439,2416,n2367_pose1668,v1
East Asian,male,upper_lip_ratio,0.03011098521218195,0.04453247310769906,0.037614833853631,0.008544223683472619,2416,n2367_pose1668,v1
East Asian,pooled,beauty_score_raw,30.039309883117674,54.55696792602539,42.47941951651322,14.03436319144906,5048,n2367_pose1668,v1
East Asian,pooled,brow_height_ratio,0.13907258336935333,0.16709008005055673,0.1532179260952002,0.016323256078794996,5048,n2367_pose1668,v1
East Asian,pooled,brow_tilt_deg,-1.2244260921019854,1.2970306603839088,0.04234993862042023,1.660250339483209,5048,n2367_pose1668,v1
East Asian,pooled,cheekbone_width_ratio,0.9810713271718543,0.9960538069297891,0.9883917151828688,0.009301518742244535,5048,n2367_pose1668,v1
East Asian,pooled,chin_width_ratio,0.30375838971255664,0.3381830508055976,0.32140862518337965,0.021595735174195104,5048,n2367_pose1668,v1
East Asian,pooled,eye_openness_ratio,0.22168418656455224,0.3666771973328333,0.2931980900125908,0.08842430997006849,5048,n2367_pose1668,v1
East Asian,pooled,eye_size_ratio,0.17158176391395405,0.20108519968319116,0.18640393678807496,0.01805291115798532,5048,n2367_pose1668,v1
East Asian,pooled,eye_spacing_ratio,1.2445155588871901,1.4840546445209426,1.3659125586357956,0.14554403828096987,5048,n2367_pose1668,v1
East Asian,pooled,eye_tilt_deg,-0.6444534910367538,0.7680430069874344,0.052815421067708535,0.9723399397615847,5048,n2367_pose1668,v1
East Asian,pooled,face_aspect_ratio,0.8221236615272641,0.9199990993785656,0.8723583332180637,0.06012668405934615,5048,n2367_pose1668,v1
East Asian,pooled,jaw_angle_sharpness,103.03304846338972,112.22494056861956,107.54895814481256,5.8225761376775536,5048,n2367_pose1668,v1
East Asian,pooled,jaw_width_ratio,0.7764875090932809,0.8204342526683361,0.7984046228979151,0.02691793742323228,5048,n2367_pose1668,v1
East Asian,pooled,lip_thickness_ratio,0.002829641247126575,0.07489501349676797,0.04071358377105609,0.03762125024263923,5048,n2367_pose1668,v1
East Asian,pooled,lower_cheek_ratio,0.8720627703123904,0.9092350449805814,0.890638944934486,0.02284989285718386,5048,n2367_pose1668,v1
East Asian,pooled,lowerface_length_ratio,0.44457294033662237,0.518587193878139,0.4825089262018505,0.04499118538484791,5048,n2367_pose1668,v1
East Asian,pooled,midface_length_ratio,0.17374290084772792,0.23521147509016233,0.20383243834710937,0.038415495213391854,5048,n2367_pose1668,v1
East Asian,pooled,mouth_corner_tilt_deg,-1.2794299157303153,1.2074356617447113,-0.03126042858101322,1.654961943143042,5048,n2367_pose1668,v1
East Asian,pooled,mouth_width_ratio,0.3263459471143444,0.4159364258995347,0.37119166921772756,0.050117501057797255,5048,n2367_pose1668,v1
East Asian,pooled,nose_length_ratio,0.15560749662291068,0.18830256819432423,0.17175575968551476,0.019502615234533817,5048,n2367_pose1668,v1
East Asian,pooled,nose_tip_deviation_ratio,0.039009761280687325,0.2631674982612938,0.15038982609938403,0.1163952857244834,5048,n2367_pose1668,v1
East Asian,pooled,nose_width_ratio,0.20360658440822285,0.22706738363613693,0.21541108241305462,0.01406967450189855,5048,n2367_pose1668,v1
East Asian,pooled,philtrum_ratio,0.07118214175668308,0.09507984615532658,0.08312600954876334,0.01457744983225977,5048,n2367_pose1668,v1
East Asian,pooled,symmetry_error,0.022211484114329022,0.14424325327078502,0.08345766296654684,0.06250766193530116,5048,n2367_pose1668,v1
East Asian,pooled,upper_lip_ratio,0.030151026631180453,0.044219660030551035,0.037416791848176395,0.008271738477132399,5048,n2367_pose1668,v1
Indian,female,beauty_score_raw,36.71469955444336,60.60946121215821,48.64110661704958,13.677981040776816,2318,n2367_pose1668,v1
Indian,female,brow_height_ratio,0.1303810897783416,0.1615769470649239,0.1461928931098964,0.018171488014324808,2318,n2367_pose1668,v1
Indian,female,brow_tilt_deg,-1.228444915362206,0.9659597320070186,-0.12966587942164165,1.4687565782850387,2318,n2367_pose1668,v1
Indian,female,cheekbone_width_ratio,0.9817620725219162,0.9961551061270748,0.988851744325169,0.008517896486675901,2318,n2367_pose1668,v1
Indian,female,chin_width_ratio,0.3072395116510277,0.3351497489813336,0.3213939290580909,0.016944884967425626,2318,n2367_pose1668,v1
Indian,female,eye_openness_ratio,0.28374485241947595,0.3965900226616672,0.34063100963839893,0.07056127405561942,2318,n2367_pose1668,v1
Indian,female,eye_size_ratio,0.18593407930465938,0.21695937195613157,0.20129194200628758,0.018815301479633024,2318,n2367_pose1668,v1
Indian,female,eye_spacing_ratio,1.1132559568862168,1.3449440929569074,1.2338915453222787,0.14240371671384022,2318,n2367_pose1668,v1
Indian,female,eye_tilt_deg,-0.6644365632041567,0.6357238201003999,-0.022774120433992018,0.8855931092580688,2318,n2367_pose1668,v1
Indian,female,face_aspect_ratio,0.827888156033915,0.922624917122,0.8754562186146528,0.05529925031292036,2318,n2367_pose1668,v1
Indian,female,jaw_angle_sharpness,102.35624027093216,111.51203810885808,106.7918627582398,5.568049851048355,2318,n2367_pose1668,v1
Indian,female,jaw_width_ratio,0.7808818101560513,0.8193400066185846,0.8002063471456698,0.023452271210944235,2318,n2367_pose1668,v1
Indian,female,lip_thickness_ratio,0.002267420117449315,0.07155687531618722,0.03500484998336729,0.03558551650656828,2318,n2367_pose1668,v1
Indian,female,lower_cheek_ratio,0.8758313208604875,0.9093966372883089,0.8923753943766399,0.020419329238027036,2318,n2367_pose1668,v1
Indian,female,lowerface_length_ratio,0.44330989716571817,0.5159408389785308,0.47902584965797734,0.04329579462189663,2318,n2367_pose1668,v1
Indian,female,midface_length_ratio,0.16907318488010695,0.23822330274777892,0.2036129414471838,0.0416276707036042,2318,n2367_pose1668,v1
Indian,female,mouth_corner_tilt_deg,-1.0590348853263705,1.16400916909041,0.04311433938579226,1.4398022298686677,2318,n2367_pose1668,v1
Indian,female,mouth_width_ratio,0.3495716145469579,0.44782201900849816,0.3972543958642853,0.05368755718026572,2318,n2367_pose1668,v1
Indian,female,nose_length_ratio,0.1574471628776221,0.19148105775548593,0.17441652894632634,0.020296951058241995,2318,n2367_pose1668,v1
Indian,female,nose_tip_deviation_ratio,0.03813432127218778,0.26000860678310667,0.1490089672199849,0.112899577311592,2318,n2367_pose1668,v1
Indian,female,nose_width_ratio,0.20943823337088233,0.23256167542852993,0.22108274071573664,0.01419071982291691,2318,n2367_pose1668,v1
Indian,female,philtrum_ratio,0.06581752294022357,0.09235973213832127,0.07941999742195859,0.015253727331798349,2318,n2367_pose1668,v1
Indian,female,symmetry_error,0.02143524835507075,0.139476814866066,0.08047942618036154,0.05911583284359569,2318,n2367_pose1668,v1
Indian,female,upper_lip_ratio,0.030055412609916347,0.044053304381964885,0.03718822480916316,0.008285005749979427,2318,n2367_pose1668,v1
Indian,male,beauty_score_raw,34.399007415771486,58.95593490600586,46.878332331916795,14.182634095562088,2445,n2367_pose1668,v1
Indian,male,brow_height_ratio,0.12372553466530122,0.15479301901670292,0.13949474476775225,0.018454413846549868,2445,n2367_pose1668,v1
Indian,male,brow_tilt_deg,-1.3213570297733195,1.1565675777027784,-0.06731220384255858,1.622686987647751,2445,n2367_pose1668,v1
Indian,male,cheekbone_width_ratio,0.9837618722066537,0.9983048233966927,0.990812899764158,0.008993741619938479,2445,n2367_pose1668,v1
Indian,male,chin_width_ratio,0.3175353222901537,0.3483397410016692,0.33316159881748314,0.019407891021979835,2445,n2367_pose1668,v1
Indian,male,eye_openness_ratio,0.2671627050479667,0.38490407558739675,0.3246507738342701,0.07311021433560842,2445,n2367_pose1668,v1
Indian,male,eye_size_ratio,0.18294520607708584,0.21226326918398072,0.19774204997174966,0.01837290125489031,2445,n2367_pose1668,v1
Indian,male,eye_spacing_ratio,1.138190998723201,1.3540822737589433,1.2480148957089177,0.13305321226893405,2445,n2367_pose1668,v1
Indian,male,eye_tilt_deg,-0.7596479892640545,0.7608526159303278,-0.01250012913580914,1.0269954064078943,2445,n2367_pose1668,v1
Indian,male,face_aspect_ratio,0.8285685205668868,0.9230974176587095,0.8767682280969311,0.05631609752589191,2445,n2367_pose1668,v1
Indian,male,jaw_angle_sharpness,101.86753757966078,112.08227449767374,106.78250029961136,6.1605997666646655,2445,n2367_pose1668,v1
Indian,male,jaw_width_ratio,0.7919341671322758,0.8322999763913113,0.8119295082069203,0.02532855232248491,2445,n2367_pose1668,v1
Indian,male,lip_thickness_ratio,0.00214716439182473,0.06168533890075532,0.030243196199503525,0.03280154221346993,2445,n2367_pose1668,v1
Indian,male,lower_cheek_ratio,0.8840097794019229,0.9199613391692434,0.9015132615753562,0.022086329127024486,2445,n2367_pose1668,v1
Indian,male,lowerface_length_ratio,0.45201438509313957,0.5268540340549605,0.4897706764510369,0.043937210188255214,2445,n2367_pose1668,v1
Indian,male,midface_length_ratio,0.16224096799313306,0.23565551791697728,0.19835796535263614,0.043158433648136624,2445,n2367_pose1668,v1
Indian,male,mouth_corner_tilt_deg,-1.0868023267693943,1.2605555022188049,0.07944359935505814,1.4948221127204562,2445,n2367_pose1668,v1
Indian,male,mouth_width_ratio,0.3451923650944913,0.42670009127051045,0.38523640781113727,0.047005089690253486,2445,n2367_pose1668,v1
Indian,male,nose_length_ratio,0.15586904592482417,0.19179015430760007,0.17377681319719282,0.02101409948982295,2445,n2367_pose1668,v1
Indian,male,nose_tip_deviation_ratio,0.035185384732512585,0.2639501315955593,0.1491129464005833,0.11877374891266607,2445,n2367_pose1668,v1
Indian,male,nose_width_ratio,0.21057825376657366,0.2357787765108713,0.2232461346773122,0.015046923384765518,2445,n2367_pose1668,v1
Indian,male,philtrum_ratio,0.07051051461777917,0.09578367508080175,0.08330382136729511,0.014770686440125913,2445,n2367_pose1668,v1
Indian,male,symmetry_error,0.020553645491600037,0.14375348289807638,0.08146008472805862,0.06271825815158048,2445,n2367_pose1668,v1
Indian,male,upper_lip_ratio,0.029428593686064725,0.04378548666288237,0.03693557873682805,0.008474920011230156,2445,n2367_pose1668,v1
Indian,pooled,beauty_score_raw,35.556853485107425,59.78269805908204,47.75971947448319,13.960443435482492,4763,n2367_pose1668,v1
Indian,pooled,brow_height_ratio,0.1270533122218214,0.1581849830408134,0.1428438189388243,0.018617209279067255,4763,n2367_pose1668,v1
Indian,pooled,brow_tilt_deg,-1.2749009725677627,1.0612636548548986,-0.09848904163210012,1.5479507318655232,4763,n2367_pose1668,v1
Indian,pooled,cheekbone_width_ratio,0.9827619723642849,0.9972299647618837,0.9898323220446634,0.008813768042446272,4763,n2367_pose1668,v1
Indian,pooled,chin_width_ratio,0.3123874169705907,0.3417447449915014,0.327277763937787,0.01914463875688705,4763,n2367_pose1668,v1
Indian,pooled,eye_openness_ratio,0.27545377873372134,0.39074704912453195,0.3326408917363345,0.07228997442498038,4763,n2367_pose1668,v1
Indian,pooled,eye_size_ratio,0.1844396426908726,0.21461132057005616,0.19951699598901862,0.018679934917176007,4763,n2367_pose1668,v1
Indian,pooled,eye_spacing_ratio,1.125723477804709,1.3495131833579253,1.2409532205155982,0.13798860522171605,4763,n2367_pose1668,v1
Indian,pooled,eye_tilt_deg,-0.7120422762341057,0.6982882180153638,-0.01763712478490058,0.9589180093722526,4763,n2367_pose1668,v1
Indian,pooled,face_aspect_ratio,0.8282283383004009,0.9228611673903547,0.876112223355792,0.055813845102078534,4763,n2367_pose1668,v1
Indian,pooled,jaw_angle_sharpness,102.11188892529647,111.79715630326591,106.78718152892557,5.871806044847161,4763,n2367_pose1668,v1
Indian,pooled,jaw_width_ratio,0.7864079886441635,0.825819991504948,0.8060679276762951,0.02510239869353603,4763,n2367_pose1668,v1
Indian,pooled,lip_thickness_ratio,0.0022072922546370224,0.06662110710847127,0.0326240230914354,0.03430456842754319,4763,n2367_pose1668,v1
Indian,pooled,lower_cheek_ratio,0.8799205501312053,0.9146789882287761,0.8969443279759981,0.021754370242651554,4763,n2367_pose1668,v1
