path,human_score,ethnicity,sex,source,raw,raw_double_cropped,z
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/jackson-david-Iex31-cnO-o-unsplash.jpg,5.6298076923076925,Black,female,original,33.95878982543945,30.206899642944336,-0.5685508131223365
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/esteban-castle-FULkoZ989E4-unsplash.jpg,3.7315789473684213,Black,male,original,24.104164123535156,22.964344024658203,-1.245470914561488
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/wilfried-vowoto-QlRYZr7CNxg-unsplash.jpg,4.476190476190476,Black,male,original,33.6586799621582,26.266321182250977,-0.589165538149993
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/gift-habeshaw-KBv5dEN3QtY-unsplash(1).jpg,5.910505430242273,Black,male,original,51.36037063598633,47.14990234375,0.6267741239983834
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/mohammad-faruque-SpIKPT8zeAs-unsplash.jpg,4.725,Black,male,original,31.204469680786133,25.830612182617188,-0.7577467022522847
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-zack-jarosz-2024901.jpg,4.041666666666666,Black,male,original,27.30630874633789,22.60451889038086,-1.0255136956412811
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-nesto-1676213.jpg,5.5,Black,male,original,34.304412841796875,23.801233291625977,-0.5448097625366037
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/demorris-byrd-ORLHeCxK3xA-unsplash.jpg,5.575973409306743,Black,male,original,30.055328369140625,27.605100631713867,-0.8366819025102388
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/karsten-winegeart-JfN0kpooAyw-unsplash.jpg,5.060416666666667,Black,male,original,28.45885467529297,35.125694274902344,-0.9463446301951128
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/gift-habeshaw-KBv5dEN3QtY-unsplash(2).jpg,6.102167182662539,Black,male,original,51.36037063598633,47.14990234375,0.6267741239983834
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/ebuka-nwaju-erV_cqnFrOM-unsplash.jpg,4.804988662131519,Black,male,original,58.5991325378418,53.74823760986328,1.1240089849785408
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/awab-husameldin-4CxTSNe_8Qk-unsplash.jpg,5.175925925925926,Black,male,original,44.811798095703125,41.39112854003906,0.17694878082035206
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/melodie-descoubes-o6siGr9lrwM-unsplash.jpg,4.2617391304347825,Black,male,original,19.821380615234375,20.910371780395508,-1.5396578613392504
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/attractive-1869761_1920.jpg,6.0,Black,female,original,40.13803482055664,37.3181037902832,-0.14409479871442182
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/close-up-1868524_1920.jpg,4.431443638760712,Black,male,original,24.78941535949707,24.081451416015625,-1.1984005995449565
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/man-4345079_1920.jpg,4.5205546265328875,Black,male,original,41.464599609375,31.283607482910156,-0.05297227426998695
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/black-professional-4334648_1920.jpg,4.677513558614935,Black,male,original,40.65688705444336,32.78525161743164,-0.10845453013205868
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/alieza-rizvie-RhYNbSQlxSY-unsplash.jpg,6.2675,Black,male,original,50.92530059814453,48.21455001831055,0.5968889042997707
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/lucas-lenzi-2RwB3AHphb4-unsplash.jpg,5.805555555555556,Black,female,original,40.670047760009766,45.62318420410156,-0.10755051343812164
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/jefferson-nnadiekwe-etYRmDQMcQQ-unsplash.jpg,4.857142857142858,Black,female,original,56.220733642578125,50.28851318359375,0.9606353500840629
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-nappy-936117.jpg,4.888888888888888,Black,male,original,52.33988952636719,50.70650863647461,0.6940578592406106
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/dominique-jordan-cYgNxkwCEoI-unsplash.jpg,5.204081632653061,Black,male,original,61.1943359375,50.600196838378906,1.3022750502449658
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/man-4539035_1920.jpg,4.692083333333334,Black,male,original,53.861236572265625,46.58325958251953,0.798560092789138
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/124.jpg,6.369298986486486,Black,male,original,44.67378234863281,35.73420333862305,0.16746839705610797
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/114.jpg,5.966547619047619,Black,male,original,40.20743942260742,33.166595458984375,-0.1393273553145695
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-dalila-dalprat-1995129.jpg,5.111111111111112,Black,female,original,34.43642807006836,31.204387664794922,-0.53574155797803
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-muhammadtaha-ibrahim-ma'aji-3280901.jpg,4.5625,Black,female,original,45.98968505859375,40.705841064453125,0.25785853696154165
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-luiz-fernando-3021593.jpg,4.876543209876543,Black,male,original,34.98907470703125,30.9617862701416,-0.49777993174593116
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/marie-michele-bouchard-bEZQWH49daU-unsplash.jpg,4.735531914893618,Black,male,original,44.27936935424805,36.17732620239258,0.14037593385719996
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/zach-vessels-5ia9JBnlLp0-unsplash(1).jpg,5.662209302325581,Black,male,original,37.138275146484375,30.865339279174805,-0.35015007511864726
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-alex-green-5699771.jpg,4.222222222222222,Black,male,original,48.07476806640625,36.67873764038086,0.40108412906949403
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/head-shoot-1542339_1920.jpg,4.797859690844233,Black,female,original,61.27492141723633,60.69205856323242,1.3078105147839283
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-katerina-holmes-5905497.jpg,5.135802469135802,Black,male,original,46.20271301269531,44.15571594238281,0.2724915538474026
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-marcelo-chagas-2121531.jpg,5.395061728395062,Black,male,original,52.44908905029297,49.01133728027344,0.7015588394958691
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-rodney-gainous-jr-2719416.jpg,4.666666666666667,Black,male,original,34.56174850463867,34.857383728027344,-0.5271332227811547
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/prince-akachi-LWkFHEGpleE-unsplash.jpg,6.245999085505258,Black,female,original,48.14288330078125,42.43460464477539,0.40576300503672297
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/man-984217_1920.jpg,2.8023026315789474,Black,male,original,24.442092895507812,25.633682250976562,-1.222258386199428
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pieter-benjamin-nijs-lb8gB8jnKDA-unsplash.jpg,6.758333333333333,Black,female,original,48.41740417480469,42.85922622680664,0.4246200071707767
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/1.jpg,7.06044921875,Black,female,original,24.51942253112793,21.807010650634766,-1.216946567529531
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/portrait-3275985_1920.jpg,5.621360665478313,Black,male,original,33.642208099365234,28.94175148010254,-0.590297000203448
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/karsten-winegeart-p5dIUQFbme4-unsplash.jpg,5.603485838779957,Black,male,original,38.90049743652344,33.879730224609375,-0.229101977766653
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/alekon-pictures-iaoYtl50cVk-unsplash.jpg,4.711720867208673,Black,male,original,37.70896911621094,43.55168914794922,-0.31094876686364514
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/elizeu-dias-2EGNqazbAMk-unsplash.jpg,5.740766073871409,Black,male,original,33.22698211669922,24.84461212158203,-0.6188191199478982
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/sudanese-2895751_1920.jpg,2.9473684210526314,Black,male,original,44.66082763671875,36.825382232666016,0.1665785301886847
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-nappy-935969.jpg,5.765432098765432,Black,male,original,28.059995651245117,25.9383487701416,-0.973742493816277
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-george-ikwegbu-2379429.jpg,5.847222222222222,Black,male,original,39.73689651489258,26.792322158813477,-0.17164922754562287
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/charles-etoroma-95UF6LXe-Lo-unsplash.jpg,5.767045454545455,Black,male,original,26.23234748840332,23.289657592773438,-1.0992847332893478
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/danny-protas-FK_07CcGRwY-unsplash.jpg,6.416666666666667,Black,male,original,39.981773376464844,38.78154754638672,-0.1548284902604343
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-rafael-freire-5714735.jpg,3.7777777777777777,Black,male,original,44.923831939697266,40.31364440917969,0.18464445220708742
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/cassandra-hamer-OyTCN8T9aGo-unsplash.jpg,6.530864197530864,Black,female,original,43.327945709228516,40.79841613769531,0.07502207773116007
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/girl-444688_1920.jpg,4.541838134430727,Black,female,original,47.15414047241211,47.91986083984375,0.3378456720072668
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/woman-5939698_1920.jpg,3.375,Black,female,original,21.599084854125977,16.347442626953125,-1.4175462997112145
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/matheus-ferrero-4cEVIKj7xtY-unsplash.jpg,5.371173469387755,Black,female,original,41.04790115356445,44.123470306396484,-0.08159553907062833
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/etty-fidele-AzVexpHvuKY-unsplash.jpg,5.359467455621301,Black,female,original,34.19435119628906,31.784191131591797,-0.5523699624361607
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-cottonbro-6616672.jpg,4.555555555555555,Black,male,original,30.481311798095703,27.431713104248047,-0.8074208473811791
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/alex-robinson-AGr13YPOPqw-unsplash.jpg,5.425,Black,male,original,34.754486083984375,28.256874084472656,-0.5138939638069029
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/man-2590836_1920.jpg,4.353801169590643,Black,male,original,16.546024322509766,17.515932083129883,-1.7646440334159905
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/manny-moreno-ajhtGO4Cs7g-unsplash.jpg,4.416666666666667,Black,male,original,38.36838150024414,31.602746963500977,-0.2656533379562101
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/dominique-jordan-JSRmthCownc-unsplash.jpg,6.181818181818182,Black,male,original,34.03692626953125,40.830535888671875,-0.5631835742985937
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-cottonbro-6626903.jpg,4.833333333333334,Black,male,original,31.54292869567871,30.626914978027344,-0.7344977511886429
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-samson-katt-5256700.jpg,6.111111111111111,Black,female,original,43.90814208984375,46.9471321105957,0.11487611224256715
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/lari-avn-oZPHLlcyGb8-unsplash.jpg,5.979166666666667,Black,male,original,50.318416595458984,49.942691802978516,0.5552016811533539
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/oladimeji-odunsi-aU_eOcelLhQ-unsplash.jpg,5.0,Black,female,original,21.491621017456055,19.255680084228516,-1.4249280545764031
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-ogo-2434049.jpg,7.5,Black,female,original,59.67304229736328,57.464900970458984,1.197776485169979
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/raphael-nast-x1od0bnYmIw-unsplash.jpg,6.242013888888889,Black,male,original,51.28816604614258,45.284481048583984,0.6218143477714732
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-jermaine-ulinwa-3321515.jpg,7.125,Black,female,original,46.661338806152344,46.58027267456055,0.30399483241125036
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-rebrand-cities-1367270.jpg,7.569444444444445,Black,female,original,50.1253662109375,41.63222885131836,0.541940935405507
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/clem-onojeghuo-f1_w7Wrnabg-unsplash.jpg,4.446115288220551,Black,male,original,39.53324508666992,24.674226760864258,-0.1856381652912817
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-zen-chung-5537979.jpg,6.0246913580246915,Black,female,original,59.44215774536133,52.52253723144531,1.1819168879524313
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/male-1905388_1920.jpg,5.707412042831316,Black,male,original,46.2673454284668,35.65898895263672,0.2769311929330186
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/march-for-peace-1727917_1920.jpg,2.8846153846153846,Black,female,original,53.30864334106445,46.01826095581055,0.7606021350305797
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/people-3247352_1920.jpg,3.562210338680927,Black,male,original,51.007728576660156,38.67201232910156,0.6025509311758842
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/brian-lundquist-3_WZlLre0rY-unsplash.jpg,4.821476964769648,Black,male,original,28.905534744262695,23.937599182128906,-0.9156619105521532
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/hunter-newton-7eTWaJ4Ex8I-unsplash.jpg,5.448314108251997,Black,male,original,35.840579986572266,25.586254119873047,-0.4392895275805559
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/amin-rk-stz6pJV6UKw-unsplash.jpg,6.044973544973545,Black,female,original,43.17400360107422,40.863807678222656,0.06444770275033998
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-c-technical-6612112.jpg,4.0,Black,male,original,16.629404067993164,15.394620895385742,-1.7589166291007068
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-bernard-ng-3318310.jpg,5.444444444444445,Black,female,original,32.889747619628906,30.219402313232422,-0.6419839581539302
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/mubarak-show-Ve7xjKImd28-unsplash.jpg,4.1350694444444445,Black,male,original,44.44615936279297,41.2706413269043,0.15183283875836207
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/man-4568762_1920.jpg,4.5210084033613445,Black,male,original,43.811527252197266,35.58527374267578,0.10823958157377193
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/alex-ware-Paf7eZ_DD9A-unsplash.jpg,5.069134630596425,Black,male,original,50.111629486083984,53.3421630859375,0.5409973516040962
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-marcelo-chagas-2535859.jpg,8.271604938271604,Black,female,original,40.435211181640625,31.02305030822754,-0.12368157769767475
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/kareem-hayes-R1t3IQhYTqE-unsplash.jpg,4.6445556946182736,Black,male,original,49.376991271972656,56.2923469543457,0.49053461568088186
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/jay-mullings-DXlXiFDNPRs-unsplash.jpg,4.166666666666667,Black,male,original,16.273761749267578,16.635662078857422,-1.783345911526041
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/prince-akachi-l3IHXOdMyHQ-unsplash.jpg,5.140789473684211,Black,female,original,50.52772521972656,45.689517974853516,0.5695792150604935
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/oladimeji-odunsi-pV2Kw7Tts14-unsplash.jpg,4.688157894736842,Black,female,original,17.218748092651367,13.490503311157227,-1.7184342374785573
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/dorrell-tibbs-gisFZKWpKQ4-unsplash.jpg,5.346569139672588,Black,male,original,23.05495834350586,25.215822219848633,-1.3175414837065678
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/jassir-jonis-QWa0TIUW638-unsplash.jpg,4.5844907407407405,Black,male,original,18.743310928344727,21.964252471923828,-1.61371110941612
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/tanaka-pendeke-iHfBBeiAVCE-unsplash.jpg,4.917820867959372,Black,male,original,33.85838317871094,27.231117248535156,-0.5754478054125152
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-kenex-media-sa-6573686.jpg,5.444444444444445,Black,male,original,31.74803352355957,25.450782775878906,-0.7204089785559146
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-blac-bear-3805873.jpg,2.888888888888889,Black,male,original,66.69791412353516,56.437137603759766,1.680319109619977
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/luke-2373974_1920.jpg,4.803061224489796,Black,male,original,37.41599655151367,37.27760696411133,-0.33107322660598104
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-dellon-thomas-2474307.jpg,4.888888888888888,Black,male,original,45.26353454589844,38.5812873840332,0.20797882629746062
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/charisse-kenion-Na2b9JIVsIU-unsplash.jpg,6.24793388429752,Black,male,original,52.56034469604492,43.93790817260742,0.7092010559824412
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-ryutaro-tsukata-6249088.jpg,5.135802469135802,Black,male,original,37.729103088378906,27.48231315612793,-0.30956575233883366
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/smile-2072907_1920.jpg,5.612433862433862,Black,female,original,34.801246643066406,33.67200469970703,-0.5106819531882709
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/brian-lundquist-8KRgRFWUwws-unsplash.jpg,5.8550804093567255,Black,male,original,59.335079193115234,53.693931579589844,1.1745615985035
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/smiling-businessman-4455090_1920.jpg,4.5022993311036785,Black,male,original,24.39392852783203,19.892189025878906,-1.2255668252654133
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/person-801789_1920.jpg,4.646072013093289,Black,male,original,38.234893798828125,30.051427841186523,-0.274822687570975
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/young-man-3366016_1920.jpg,6.232407407407407,Black,male,original,39.30175018310547,27.452070236206055,-0.20153968792072208
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-ono-kosuki-5648108.jpg,2.875,Black,male,original,43.20322799682617,38.939117431640625,0.06645514387852887
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/pexels-oladimeji-ajegbile-2650090.jpg,4.037037037037036,Black,male,original,33.51383590698242,29.2796573638916,-0.599114962459787
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/vladimir-yelizarov-1Fx-iiR8R_4-unsplash.jpg,6.795,Black,female,original,41.309688568115234,28.681055068969727,-0.06361320584218676
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/female/black/pexels-jorge-fakhouri-filho-1852015.jpg,7.125,Black,female,original,61.89915084838867,60.39331817626953,1.3506892057295716
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/curtis-powell-3mMvCsW6ZYs-unsplash.jpg,5.916851441241685,Black,male,original,35.68306350708008,30.010555267333984,-0.4501094282547728
/home/tr3x/Projects/glow-mark/datasets/MEBeauty-database/original_images/male/black/clem-onojeghuo-9y8HtS6Voi0-unsplash.jpg,4.632352941176471,Black,male,original,38.237770080566406,35.89829635620117,-0.2746251140674305
